STATUS: running ncmusig tests
3,208835
4,281603
5,314090
6,233450
7,429743
8,291639
9,267318
10,281036
11,557953
12,308566
13,314888
14,629654
15,347053
16,333545
17,354847
18,395290
19,444526
20,822009
21,589575
22,476299
23,877983
24,675163
25,1024372
26,1079726
27,510992
28,1349434
29,1042338
30,599062
31,653250
32,625415
33,636306
34,653324
35,662427
36,686262
37,1040415
38,706111
39,802576
40,941062
41,830755
42,843649
43,833093
44,2052973
45,837830
46,857716
47,868426
48,2093072
49,919456
50,902322
51,953671
52,2340218
53,998662
54,995088
55,1850707
56,2924445
57,1048987
58,1042335
59,1535217
60,1359994
61,1242921
62,1180641
63,1405569
64,1205185
65,2543244
66,1244426
67,2803061
68,1244655
69,1504792
70,2999949
71,2243093
72,1978169
73,2841888
74,1402248
75,1411243
76,1857600
77,1979338
78,1639193
79,3391218
80,2285402
81,1576231
82,3636415
83,1562288
84,1617442
85,2798338
86,1631601
87,1650597
88,1698793
89,1729026
90,1769400
91,1869079
92,1791694
93,3860061
94,4411977
95,4331265
96,1951435
97,1961597
98,2225815
99,4716754
100,4921874
1,128647
2,210067
3,255454
4,291951
5,343554
6,356519
7,392863
8,241474
9,265569
10,265597
11,291079
12,312675
13,510370
14,665961
15,371012
16,366806
17,376115
18,368582
19,791993
20,395341
21,411360
22,1008595
23,473857
24,599696
25,480849
26,507403
27,517323
28,1242252
29,856565
30,564759
31,1210697
32,886963
33,1376283
34,641619
35,1691550
36,684469
37,686661
38,740768
39,725161
40,1348115
41,1297490
42,800743
43,968200
44,816283
45,1842526
46,988940
47,876877
48,1003589
49,901770
50,1099413
51,930626
52,2042506
53,2594362
54,2550573
55,1091910
56,1079388
57,1045547
58,1393726
59,1426475
60,1103013
61,2731068
62,1136570
63,1168395
64,3169002
65,3297628
66,1424974
67,1326498
68,1420092
69,1280383
70,1306057
71,3066164
72,3131752
73,1566106
74,1501105
75,3638047
76,3285444
77,1430045
78,1512605
79,3455020
80,3569331
81,1888105
82,1702122
83,1820011
84,1606717
85,1713038
86,1692184
87,3980069
88,2980512
89,3968466
90,1801198
91,3552511
92,1853800
93,4090931
94,1809106
95,4332639
96,3730370
97,2111067
98,2172299
99,4504937
100,2183504
1,134645
2,150601
3,325736
4,218174
5,312115
6,228155
7,233007
8,377279
9,462685
10,509780
11,532698
12,327138
13,646400
14,429198
15,661254
16,344821
17,396085
18,448678
19,409965
20,424461
21,434761
22,1068791
23,678943
24,494215
25,511544
26,539312
27,1096140
28,533112
29,635398
30,579415
31,613323
32,591215
33,1487411
34,659968
35,1282796
36,689594
37,1407463
38,706756
39,712034
40,749184
41,779830
42,760125
43,900420
44,1060097
45,1354810
46,1818792
47,2069887
48,882010
49,911947
50,1836916
51,981334
52,970454
53,956828
54,1027197
55,1044381
56,1003157
57,1051217
58,1064586
59,2100083
60,1106594
61,3108728
62,1142283
63,2842337
64,2877642
65,1789855
66,3218501
67,2961629
68,1295719
69,1317925
70,1525510
71,1471685
72,3681745
73,1747157
74,1777817
75,2017999
76,2025537
77,1910558
78,2947230
79,4141859
80,1530222
81,1635896
82,2712320
83,1691090
84,4686716
85,1667526
86,4764114
87,2101814
88,2768074
89,2454616
90,4920400
91,3503388
92,1843936
93,1810416
94,4933852
95,3554402
96,4666226
97,4078862
98,2615155
99,2819473
100,2150667
